invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,revenue,age_group,month
I179625,C271493,Female,64,Technology,3,3150,Credit Card,30-12-22,Mall of Istanbul,9450,56-65,December
I309916,C104465,Male,34,Toys,2,71.68,Cash,22-12-22,Metropol AVM,143.36,26-35,December
I861526,C131114,Female,59,Clothing,1,300.08,Debit Card,18-05-21,Mall of Istanbul,300.08,56-65,May
I752475,C254760,Female,24,Food & Beverage,5,26.15,Cash,03-03-22,Kanyon,130.75,18-25,March
I255418,C109887,Male,39,Cosmetics,5,203.3,Credit Card,28-07-22,Istinye Park,1016.5,36-45,July
I734029,C151842,Female,63,Toys,2,71.68,Debit Card,02-07-21,Kanyon,143.36,56-65,July
I284280,C957791,Female,32,Cosmetics,2,81.32,Debit Card,16-04-22,Mall of Istanbul,162.64,26-35,April
I211073,C811398,Female,62,Food & Beverage,5,26.15,Credit Card,14-08-22,Cevahir AVM,130.75,56-65,August
I161205,C273279,Female,25,Food & Beverage,4,20.92,Debit Card,17-05-21,Mall of Istanbul,83.68,18-25,May
I282487,C208221,Male,30,Cosmetics,2,81.32,Credit Card,16-11-21,Metropol AVM,162.64,26-35,November
I838706,C120879,Female,59,Clothing,2,600.16,Credit Card,01-03-23,Kanyon,1200.32,56-65,March
I861547,C191838,Female,36,Books,1,15.15,Cash,24-11-22,Forum Istanbul,15.15,36-45,November
I160594,C314323,Female,48,Souvenir,3,35.19,Credit Card,18-06-21,Viaport Outlet,105.57,46-55,June
I271419,C178478,Male,31,Food & Beverage,5,26.15,Credit Card,11-06-22,Mall of Istanbul,130.75,26-35,June
I148703,C309682,Male,42,Clothing,1,300.08,Cash,31-07-22,Kanyon,300.08,36-45,July
I276473,C583532,Female,24,Technology,3,3150,Debit Card,06-12-22,Metrocity,9450,18-25,December
I122853,C311069,Female,34,Cosmetics,1,40.66,Cash,07-04-21,Metropol AVM,40.66,26-35,April
I310773,C301997,Female,34,Cosmetics,5,203.3,Debit Card,23-12-22,Kanyon,1016.5,26-35,December
I141641,C223494,Female,37,Clothing,4,1200.32,Credit Card,19-11-21,Mall of Istanbul,4801.28,36-45,November
I299845,C124953,Female,42,Clothing,5,1500.4,Credit Card,28-05-21,Mall of Istanbul,7502,36-45,May
I222164,C206966,Male,58,Books,2,30.3,Cash,26-11-21,Forum Istanbul,60.6,56-65,November
I191932,C309979,Male,23,Cosmetics,1,40.66,Cash,06-12-22,Mall of Istanbul,40.66,18-25,December
I324677,C138152,Female,25,Cosmetics,1,40.66,Cash,15-07-22,Metrocity,40.66,18-25,July
I120265,C544184,Female,67,Clothing,3,900.24,Cash,29-07-22,Zorlu Center,2700.72,65+,July
I217549,C246189,Male,39,Clothing,5,1500.4,Cash,07-01-21,Mall of Istanbul,7502,36-45,January
I366095,C221093,Male,67,Souvenir,4,46.92,Credit Card,21-05-21,Kanyon,187.68,65+,May
I307384,C184950,Male,39,Clothing,3,900.24,Cash,09-05-22,Metropol AVM,2700.72,36-45,May
I298645,C282230,Male,49,Food & Beverage,5,26.15,Cash,02-01-21,Mall of Istanbul,130.75,46-55,January
I175311,C140692,Female,50,Clothing,2,600.16,Debit Card,20-05-21,Forum Istanbul,1200.32,46-55,May
I122809,C230314,Female,53,Shoes,2,1200.34,Cash,21-11-22,Metropol AVM,2400.68,46-55,November
I331613,C235797,Male,36,Shoes,5,3000.85,Credit Card,28-11-22,Zorlu Center,15004.25,36-45,November
I111948,C230467,Female,50,Cosmetics,3,121.98,Cash,03-03-21,Mall of Istanbul,365.94,46-55,March
I615624,C751912,Male,24,Food & Beverage,5,26.15,Cash,10-10-21,Viaport Outlet,130.75,18-25,October
I313183,C290766,Female,33,Clothing,3,900.24,Debit Card,22-01-22,Mall of Istanbul,2700.72,26-35,January
I895556,C287862,Female,33,Clothing,2,600.16,Credit Card,18-06-22,Metrocity,1200.32,26-35,June
I645068,C237298,Female,65,Toys,5,179.2,Credit Card,22-08-22,Viaport Outlet,896,56-65,August
I254726,C229518,Female,44,Cosmetics,2,81.32,Cash,04-04-21,Cevahir AVM,162.64,36-45,April
I175224,C176736,Male,43,Shoes,2,1200.34,Cash,08-08-22,Istinye Park,2400.68,36-45,August
I201522,C380260,Male,52,Food & Beverage,1,5.23,Debit Card,13-01-22,Kanyon,5.23,46-55,January
I108236,C251532,Female,31,Cosmetics,3,121.98,Credit Card,05-01-23,Mall of Istanbul,365.94,26-35,January
I179015,C309149,Female,56,Cosmetics,1,40.66,Cash,01-06-21,Metropol AVM,40.66,56-65,June
I677866,C174223,Male,31,Cosmetics,1,40.66,Cash,26-03-22,Metrocity,40.66,26-35,March
I300756,C160339,Female,24,Clothing,4,1200.32,Credit Card,22-07-22,Metrocity,4801.28,18-25,July
I287236,C161734,Male,45,Food & Beverage,3,15.69,Debit Card,27-02-21,Metrocity,47.07,36-45,February
I179632,C894961,Female,41,Food & Beverage,2,10.46,Cash,01-05-22,Cevahir AVM,20.92,36-45,May
I191930,C284285,Female,48,Clothing,3,900.24,Credit Card,22-08-22,Metrocity,2700.72,46-55,August
I329354,C945005,Female,47,Books,1,15.15,Debit Card,17-09-22,Kanyon,15.15,46-55,September
I665538,C182463,Female,42,Books,5,75.75,Cash,29-11-22,Metropol AVM,378.75,36-45,November
I258664,C209617,Male,26,Cosmetics,2,81.32,Cash,21-05-22,Forum Istanbul,162.64,26-35,May
I658920,C164576,Male,58,Cosmetics,5,203.3,Cash,15-10-22,Istinye Park,1016.5,56-65,October
I353056,C472854,Female,67,Toys,3,107.52,Cash,02-11-21,Mall of Istanbul,322.56,65+,November
I290446,C316764,Female,59,Clothing,3,900.24,Cash,21-02-23,Metrocity,2700.72,56-65,February
I179843,C400618,Male,47,Cosmetics,2,81.32,Cash,24-04-22,Mall of Istanbul,162.64,46-55,April
I153682,C100454,Female,51,Clothing,4,1200.32,Debit Card,06-03-22,Metrocity,4801.28,46-55,March
I192926,C206000,Female,22,Food & Beverage,4,20.92,Cash,12-04-22,Istinye Park,83.68,18-25,April
I296774,C126626,Female,44,Clothing,4,1200.32,Debit Card,05-01-21,Kanyon,4801.28,36-45,January
I108550,C721110,Male,58,Clothing,5,1500.4,Debit Card,10-10-21,Mall of Istanbul,7502,56-65,October
I988148,C873697,Female,42,Books,3,45.45,Credit Card,09-10-22,Metropol AVM,136.35,36-45,October
I677719,C113263,Female,48,Shoes,5,3000.85,Cash,06-09-21,Emaar Square Mall,15004.25,46-55,September
I223659,C321229,Female,58,Technology,5,5250,Cash,27-04-21,Kanyon,26250,56-65,April
I115963,C231174,Male,52,Cosmetics,2,81.32,Cash,03-02-23,Mall of Istanbul,162.64,46-55,February
I239231,C161675,Female,65,Cosmetics,4,162.64,Cash,19-01-23,Emaar Square Mall,650.56,56-65,January
I782568,C852921,Male,54,Clothing,3,900.24,Cash,20-11-22,Zorlu Center,2700.72,46-55,November
I138975,C205635,Female,45,Toys,5,179.2,Debit Card,23-01-23,Kanyon,896,36-45,January
I343974,C199517,Female,30,Shoes,2,1200.34,Cash,31-05-21,Metrocity,2400.68,26-35,May
I165015,C274610,Female,45,Cosmetics,4,162.64,Cash,13-10-22,Mall of Istanbul,650.56,36-45,October
I141566,C174855,Female,44,Books,5,75.75,Cash,10-04-21,Mall of Istanbul,378.75,36-45,April
I254735,C345143,Female,33,Clothing,2,600.16,Credit Card,09-07-21,Kanyon,1200.32,26-35,July
I317046,C286462,Female,48,Clothing,4,1200.32,Cash,15-08-21,Metrocity,4801.28,46-55,August
I207594,C138822,Female,66,Souvenir,2,23.46,Cash,13-01-21,Istinye Park,46.92,65+,January
I689386,C688275,Male,24,Clothing,3,900.24,Credit Card,28-09-21,Mall of Istanbul,2700.72,18-25,September
I816310,C281080,Female,39,Clothing,3,900.24,Cash,05-12-21,Metropol AVM,2700.72,36-45,December
I320319,C287341,Female,55,Clothing,1,300.08,Cash,24-12-21,Viaport Outlet,300.08,46-55,December
I169469,C776502,Male,59,Shoes,2,1200.34,Credit Card,01-03-23,Istinye Park,2400.68,56-65,March
I407604,C262868,Male,29,Clothing,2,600.16,Credit Card,10-12-21,Mall of Istanbul,1200.32,26-35,December
I225414,C366270,Male,42,Toys,2,71.68,Debit Card,05-01-22,Metrocity,143.36,36-45,January
I148911,C298333,Male,33,Souvenir,4,46.92,Credit Card,24-06-21,Mall of Istanbul,187.68,26-35,June
I508266,C210567,Female,21,Clothing,3,900.24,Debit Card,18-03-21,Zorlu Center,2700.72,18-25,March
I463306,C161091,Female,41,Food & Beverage,4,20.92,Cash,23-04-22,Mall of Istanbul,83.68,36-45,April
I267976,C280167,Female,20,Clothing,2,600.16,Credit Card,05-01-21,Mall of Istanbul,1200.32,18-25,January
I283544,C584289,Female,64,Food & Beverage,5,26.15,Cash,15-11-22,Metropol AVM,130.75,56-65,November
I242261,C150117,Male,51,Clothing,2,600.16,Credit Card,11-10-21,Metrocity,1200.32,46-55,October
I568871,C245507,Female,36,Food & Beverage,3,15.69,Cash,16-03-22,Mall of Istanbul,47.07,36-45,March
I211546,C242432,Male,45,Clothing,1,300.08,Debit Card,29-08-21,Zorlu Center,300.08,36-45,August
I231232,C324418,Male,37,Clothing,4,1200.32,Cash,15-05-21,Istinye Park,4801.28,36-45,May
I217196,C107944,Male,41,Cosmetics,4,162.64,Debit Card,16-12-22,Kanyon,650.56,36-45,December
I141636,C206122,Male,44,Clothing,5,1500.4,Cash,23-11-21,Kanyon,7502,36-45,November
I231517,C254065,Male,28,Technology,3,3150,Credit Card,19-06-22,Kanyon,9450,26-35,June
I300993,C236366,Female,59,Books,2,30.3,Cash,25-07-21,Mall of Istanbul,60.6,56-65,July
I878739,C308729,Female,47,Toys,4,143.36,Cash,13-09-22,Forum Istanbul,573.44,46-55,September
I822934,C140027,Male,41,Clothing,4,1200.32,Credit Card,11-08-21,Kanyon,4801.28,36-45,August
I132931,C657630,Female,53,Cosmetics,5,203.3,Cash,20-02-22,Metropol AVM,1016.5,46-55,February
I191905,C261022,Female,48,Food & Beverage,1,5.23,Cash,24-01-22,Mall of Istanbul,5.23,46-55,January
I195677,C693872,Female,48,Toys,2,71.68,Credit Card,21-01-23,Metropol AVM,143.36,46-55,January
I103657,C228648,Female,30,Toys,1,35.84,Cash,28-09-21,Istinye Park,35.84,26-35,September
I693047,C335462,Male,26,Shoes,4,2400.68,Debit Card,30-08-22,Mall of Istanbul,9602.72,26-35,August
I225312,C186856,Female,67,Clothing,3,900.24,Debit Card,25-09-22,Istinye Park,2700.72,65+,September
I327646,C167809,Male,59,Clothing,2,600.16,Credit Card,01-05-21,Forum Istanbul,1200.32,56-65,May
I141956,C557967,Male,36,Shoes,1,600.17,Credit Card,24-01-21,Istinye Park,600.17,36-45,January
I104076,C322871,Female,38,Clothing,5,1500.4,Credit Card,15-03-22,Emaar Square Mall,7502,36-45,March
I412445,C125297,Female,48,Food & Beverage,4,20.92,Cash,12-12-21,Mall of Istanbul,83.68,46-55,December
I245955,C799538,Female,27,Shoes,2,1200.34,Cash,05-03-22,Mall of Istanbul,2400.68,26-35,March
I268067,C322156,Female,55,Technology,3,3150,Debit Card,07-02-22,Kanyon,9450,46-55,February
I118156,C217298,Female,54,Cosmetics,1,40.66,Debit Card,01-02-23,Kanyon,40.66,46-55,February
I263977,C289774,Male,61,Food & Beverage,5,26.15,Debit Card,08-03-21,Metrocity,130.75,56-65,March
I869880,C122322,Female,54,Technology,4,4200,Debit Card,16-09-21,Istinye Park,16800,46-55,September
I189274,C322386,Female,28,Toys,2,71.68,Cash,06-02-22,Forum Istanbul,143.36,26-35,February
I212360,C114707,Female,50,Cosmetics,3,121.98,Cash,16-05-22,Metrocity,365.94,46-55,May
I275641,C448816,Male,61,Books,4,60.6,Cash,13-09-22,Kanyon,242.4,56-65,September
I671378,C249019,Male,58,Cosmetics,5,203.3,Cash,24-10-22,Metrocity,1016.5,56-65,October
I138613,C134439,Male,43,Toys,4,143.36,Credit Card,01-01-22,Istinye Park,573.44,36-45,January
I181945,C794309,Female,31,Clothing,3,900.24,Debit Card,19-08-21,Kanyon,2700.72,26-35,August
I304101,C199962,Female,29,Food & Beverage,5,26.15,Credit Card,15-09-21,Kanyon,130.75,26-35,September
I142562,C215968,Female,38,Toys,2,71.68,Cash,16-08-21,Emaar Square Mall,143.36,36-45,August
I222908,C191197,Female,43,Toys,3,107.52,Debit Card,09-07-22,Metrocity,322.56,36-45,July
I191443,C286324,Female,49,Clothing,3,900.24,Cash,09-04-21,Metrocity,2700.72,46-55,April
I111985,C141038,Female,32,Food & Beverage,3,15.69,Credit Card,24-11-22,Metropol AVM,47.07,26-35,November
I177307,C253051,Female,34,Cosmetics,4,162.64,Credit Card,10-03-22,Mall of Istanbul,650.56,26-35,March
I509493,C242398,Female,55,Books,4,60.6,Cash,10-11-21,Cevahir AVM,242.4,46-55,November
I152548,C658041,Female,40,Clothing,5,1500.4,Credit Card,07-01-22,Metropol AVM,7502,36-45,January
I196284,C184881,Female,29,Clothing,2,600.16,Cash,07-07-21,Istinye Park,1200.32,26-35,July
I274940,C948087,Male,36,Food & Beverage,1,5.23,Cash,16-01-21,Kanyon,5.23,36-45,January
I100324,C288166,Female,61,Clothing,5,1500.4,Debit Card,30-12-22,Metropol AVM,7502,56-65,December
I541365,C784197,Male,51,Clothing,2,600.16,Credit Card,02-09-22,Istinye Park,1200.32,46-55,September
I306666,C235051,Male,26,Clothing,1,300.08,Credit Card,19-11-21,Mall of Istanbul,300.08,26-35,November
I218835,C234272,Male,20,Shoes,3,1800.51,Debit Card,12-01-21,Mall of Istanbul,5401.53,18-25,January
I145044,C537489,Male,23,Books,2,30.3,Credit Card,25-12-22,Emaar Square Mall,60.6,18-25,December
I285666,C329995,Female,33,Cosmetics,1,40.66,Cash,02-07-22,Mall of Istanbul,40.66,26-35,July
I276176,C338219,Female,18,Shoes,5,3000.85,Cash,11-08-22,Mall of Istanbul,15004.25,<18,August
I260263,C183346,Female,67,Cosmetics,3,121.98,Cash,16-01-23,Metropol AVM,365.94,65+,January
I170458,C247980,Male,58,Clothing,5,1500.4,Cash,03-11-22,Mall of Istanbul,7502,56-65,November
I140263,C146634,Male,20,Cosmetics,3,121.98,Credit Card,26-11-21,Emaar Square Mall,365.94,18-25,November
I130713,C247072,Male,43,Clothing,5,1500.4,Debit Card,16-09-21,Kanyon,7502,36-45,September
I302471,C969113,Male,68,Clothing,5,1500.4,Debit Card,26-01-22,Metrocity,7502,65+,January
I143352,C189802,Female,33,Toys,2,71.68,Credit Card,04-01-21,Zorlu Center,143.36,26-35,January
I172079,C247175,Female,67,Shoes,4,2400.68,Cash,10-08-21,Metrocity,9602.72,65+,August
I130504,C321688,Female,53,Souvenir,3,35.19,Cash,18-05-22,Zorlu Center,105.57,46-55,May
I181144,C773101,Female,60,Souvenir,3,35.19,Cash,06-01-21,Kanyon,105.57,56-65,January
I322866,C126037,Female,50,Toys,4,143.36,Cash,10-10-21,Kanyon,573.44,46-55,October
I183761,C616478,Female,19,Food & Beverage,2,10.46,Credit Card,19-06-22,Kanyon,20.92,18-25,June
I173396,C324409,Female,55,Food & Beverage,5,26.15,Debit Card,10-12-21,Metrocity,130.75,46-55,December
I338891,C289761,Female,36,Souvenir,2,23.46,Cash,19-10-21,Mall of Istanbul,46.92,36-45,October
I414365,C279817,Male,30,Cosmetics,5,203.3,Cash,15-02-22,Metrocity,1016.5,26-35,February
I648058,C319122,Female,64,Clothing,2,600.16,Credit Card,12-11-21,Forum Istanbul,1200.32,56-65,November
I333282,C178304,Male,25,Clothing,4,1200.32,Cash,04-07-22,Metrocity,4801.28,18-25,July
I113270,C181913,Female,40,Food & Beverage,4,20.92,Debit Card,02-09-21,Viaport Outlet,83.68,36-45,September
I180074,C291616,Female,28,Clothing,3,900.24,Cash,24-11-22,Forum Istanbul,2700.72,26-35,November
I839782,C180689,Female,66,Clothing,2,600.16,Cash,16-12-21,Emaar Square Mall,1200.32,65+,December
I102091,C190233,Female,26,Toys,3,107.52,Debit Card,15-03-22,Istinye Park,322.56,26-35,March
I820743,C308217,Male,40,Clothing,2,600.16,Cash,16-03-21,Istinye Park,1200.32,36-45,March
I654011,C273206,Female,39,Toys,4,143.36,Debit Card,22-03-22,Mall of Istanbul,573.44,36-45,March
I138013,C132238,Male,29,Clothing,4,1200.32,Cash,20-02-22,Mall of Istanbul,4801.28,26-35,February
I299106,C182535,Male,23,Clothing,4,1200.32,Credit Card,15-08-22,Viaport Outlet,4801.28,18-25,August
I307279,C302721,Female,60,Clothing,5,1500.4,Cash,06-03-21,Istinye Park,7502,56-65,March
I150324,C300731,Female,20,Food & Beverage,5,26.15,Cash,22-04-21,Mall of Istanbul,130.75,18-25,April
I108719,C405144,Male,21,Clothing,1,300.08,Cash,21-09-21,Mall of Istanbul,300.08,18-25,September
I165027,C567670,Female,42,Clothing,1,300.08,Cash,09-03-22,Istinye Park,300.08,36-45,March
I196015,C130311,Female,58,Food & Beverage,4,20.92,Cash,11-12-21,Mall of Istanbul,83.68,56-65,December
I189694,C670744,Male,58,Clothing,5,1500.4,Debit Card,30-04-21,Kanyon,7502,56-65,April
I282738,C192905,Male,23,Shoes,2,1200.34,Debit Card,16-05-21,Zorlu Center,2400.68,18-25,May
I301886,C998536,Male,46,Books,1,15.15,Credit Card,12-07-21,Forum Istanbul,15.15,46-55,July
I630589,C847056,Male,51,Food & Beverage,2,10.46,Cash,08-06-21,Metropol AVM,20.92,46-55,June
I242149,C136810,Female,59,Toys,4,143.36,Debit Card,04-12-21,Istinye Park,573.44,56-65,December
I231968,C825588,Male,33,Clothing,4,1200.32,Debit Card,02-05-22,Kanyon,4801.28,26-35,May
I323230,C288164,Male,42,Food & Beverage,2,10.46,Debit Card,06-01-22,Forum Istanbul,20.92,36-45,January
I283683,C156693,Female,41,Clothing,5,1500.4,Debit Card,22-09-22,Metrocity,7502,36-45,September
I404003,C242464,Male,50,Clothing,2,600.16,Cash,16-08-21,Zorlu Center,1200.32,46-55,August
I231924,C230400,Male,36,Cosmetics,1,40.66,Cash,02-11-21,Kanyon,40.66,36-45,November
I216767,C236021,Male,68,Toys,3,107.52,Cash,05-11-22,Istinye Park,322.56,65+,November
I249456,C138460,Male,58,Clothing,1,300.08,Credit Card,13-04-22,Metropol AVM,300.08,56-65,April
I328361,C900328,Female,46,Shoes,2,1200.34,Credit Card,20-09-22,Metropol AVM,2400.68,46-55,September
I259235,C681334,Female,63,Food & Beverage,4,20.92,Cash,20-06-22,Mall of Istanbul,83.68,56-65,June
I827472,C102277,Female,32,Food & Beverage,2,10.46,Cash,16-01-21,Viaport Outlet,20.92,26-35,January
I365363,C911889,Male,64,Toys,3,107.52,Cash,24-04-21,Kanyon,322.56,56-65,April
I197139,C290859,Male,42,Cosmetics,4,162.64,Cash,09-07-21,Emaar Square Mall,650.56,36-45,July
I884705,C199094,Male,55,Cosmetics,5,203.3,Cash,20-06-22,Emaar Square Mall,1016.5,46-55,June
I495749,C170763,Male,48,Clothing,1,300.08,Cash,18-10-22,Istinye Park,300.08,46-55,October
I321682,C235675,Female,40,Technology,5,5250,Credit Card,31-07-21,Emaar Square Mall,26250,36-45,July
I212078,C274972,Male,43,Cosmetics,5,203.3,Cash,12-01-23,Istinye Park,1016.5,36-45,January
I881230,C189440,Female,46,Clothing,1,300.08,Cash,05-03-22,Mall of Istanbul,300.08,46-55,March
I194902,C171920,Female,45,Cosmetics,4,162.64,Cash,14-03-21,Mall of Istanbul,650.56,36-45,March
I202447,C226417,Female,23,Toys,1,35.84,Debit Card,23-12-22,Metropol AVM,35.84,18-25,December
I123841,C477240,Female,27,Toys,5,179.2,Cash,09-01-22,Istinye Park,896,26-35,January
I333562,C199730,Female,47,Clothing,4,1200.32,Debit Card,20-01-23,Kanyon,4801.28,46-55,January
I238560,C119105,Female,26,Cosmetics,3,121.98,Cash,26-03-21,Viaport Outlet,365.94,26-35,March
I155348,C111635,Male,33,Clothing,1,300.08,Credit Card,12-07-21,Zorlu Center,300.08,26-35,July
I200069,C132094,Male,45,Toys,3,107.52,Debit Card,20-07-21,Mall of Istanbul,322.56,36-45,July
I176164,C114849,Female,35,Cosmetics,1,40.66,Debit Card,09-03-21,Mall of Istanbul,40.66,26-35,March
I218105,C193008,Female,62,Food & Beverage,1,5.23,Cash,30-05-21,Emaar Square Mall,5.23,56-65,May
I399219,C234632,Female,68,Clothing,2,600.16,Credit Card,23-10-22,Metrocity,1200.32,65+,October
I302410,C246281,Female,44,Clothing,5,1500.4,Debit Card,04-04-21,Zorlu Center,7502,36-45,April
I157685,C132440,Female,47,Clothing,4,1200.32,Debit Card,25-06-22,Metrocity,4801.28,46-55,June
I181999,C203401,Male,43,Food & Beverage,1,5.23,Cash,12-03-22,Istinye Park,5.23,36-45,March
I115646,C113225,Female,27,Clothing,2,600.16,Cash,16-03-22,Istinye Park,1200.32,26-35,March
I616783,C561239,Female,47,Toys,1,35.84,Credit Card,25-05-22,Istinye Park,35.84,46-55,May
I100077,C356550,Male,46,Food & Beverage,1,5.23,Credit Card,03-02-21,Emaar Square Mall,5.23,46-55,February
I271496,C290017,Female,26,Souvenir,4,46.92,Debit Card,22-10-21,Istinye Park,187.68,26-35,October
I846139,C164417,Male,43,Shoes,2,1200.34,Cash,20-09-22,Kanyon,2400.68,36-45,September
I130226,C873739,Female,47,Food & Beverage,3,15.69,Credit Card,07-09-22,Metropol AVM,47.07,46-55,September
I191060,C253766,Female,54,Clothing,4,1200.32,Credit Card,07-02-23,Mall of Istanbul,4801.28,46-55,February
I627674,C465082,Male,57,Food & Beverage,5,26.15,Credit Card,27-07-22,Mall of Istanbul,130.75,56-65,July
I264250,C901088,Male,33,Food & Beverage,5,26.15,Cash,28-05-21,Kanyon,130.75,26-35,May
I378545,C259592,Female,45,Shoes,3,1800.51,Credit Card,09-04-21,Metropol AVM,5401.53,36-45,April
I325291,C218460,Female,29,Food & Beverage,1,5.23,Cash,14-03-22,Istinye Park,5.23,26-35,March
I242610,C201943,Female,64,Clothing,3,900.24,Cash,14-02-23,Mall of Istanbul,2700.72,56-65,February
I314792,C110158,Male,65,Souvenir,3,35.19,Debit Card,10-10-22,Kanyon,105.57,56-65,October
I117155,C224020,Male,30,Food & Beverage,3,15.69,Credit Card,19-11-21,Istinye Park,47.07,26-35,November
I259058,C254025,Female,30,Toys,2,71.68,Credit Card,30-04-22,Mall of Istanbul,143.36,26-35,April
I178570,C156988,Female,66,Food & Beverage,3,15.69,Credit Card,16-12-21,Kanyon,47.07,65+,December
I170835,C316811,Male,45,Toys,4,143.36,Cash,15-01-23,Kanyon,573.44,36-45,January
I923548,C191548,Male,53,Food & Beverage,1,5.23,Credit Card,31-12-21,Mall of Istanbul,5.23,46-55,December
I181822,C175216,Female,62,Clothing,5,1500.4,Cash,08-04-22,Mall of Istanbul,7502,56-65,April
I232433,C117200,Female,26,Shoes,4,2400.68,Credit Card,27-09-22,Zorlu Center,9602.72,26-35,September
I181315,C300518,Female,61,Clothing,2,600.16,Credit Card,10-01-21,Kanyon,1200.32,56-65,January
I627965,C568642,Female,66,Cosmetics,1,40.66,Cash,10-09-22,Istinye Park,40.66,65+,September
I306862,C167934,Female,28,Clothing,3,900.24,Credit Card,08-04-21,Mall of Istanbul,2700.72,26-35,April
I269762,C109130,Female,43,Clothing,4,1200.32,Credit Card,26-10-21,Cevahir AVM,4801.28,36-45,October
I917984,C642723,Female,55,Cosmetics,4,162.64,Cash,04-06-21,Mall of Istanbul,650.56,46-55,June
